commit	file	id	score	label
dc1954428c82c85bb6a731edc7c68c248ce1fc98	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/InterestingProperties.java	313	0.0001638755235412112	1
dc1954428c82c85bb6a731edc7c68c248ce1fc98	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/InterestingProperties.java	317	0.0007128788922413989	1
dc1954428c82c85bb6a731edc7c68c248ce1fc98	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/InterestingProperties.java	318	0.04131190982974964	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	26	0.00011543881759269476	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	27	6.0607708641489955e-05	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	29	9.290891367699393e-05	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	31	7.230000447207806e-05	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	33	0.00012754900890699517	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	34	0.0003305745891971513	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	35	0.5004708819371196	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	36	0.000444071837208751	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	37	0.923165318577361	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	38	0.5009327290704139	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	47	0.00014584590545530657	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	48	0.00014919358165335454	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	56	0.0001523222976794773	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	57	0.00038462803988869795	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	58	0.00036597519696155226	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	59	0.0003923604196269699	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	60	0.8422233842069033	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	61	0.5008757976746605	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	63	0.5006635650026647	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	71	9.412267949187453e-05	1
419e3243dd5e2aac7f345e896dcac2e14f0572cd	pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/ImmutableRecordIterator.java	72	9.5672024472181e-05	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	324	0.0010849700020989367	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	325	0.0014386161269662467	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	327	0.7603863648528382	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	328	0.0043934040243470696	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	342	0.0018272101136231067	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	343	0.002458405611730635	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	345	0.7363352336543834	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/jobgen/JSONGenerator.java	346	0.004463724479243647	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	191	0.0001493965008652863	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	192	0.0001747490820687668	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	267	0.00043979954237280405	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	295	0.5008675492913098	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	304	0.5102444218645736	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	305	0.0003395787813884679	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	306	0.5431034577416103	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	310	0.0002476234052560117	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	366	0.00017519744996756514	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	367	0.00019416120152872252	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	483	0.00033863993654616176	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	484	0.00026375794286315896	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	485	0.5011187609744328	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	486	0.507143272638133	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	488	0.0001694269759643513	1
c3edb9941082b0b5a73ae4914820bfc8beb93a5e	pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/ReduceNode.java	489	0.00014855011574000862	1
d81ad1f2223ab5b10b165ba22c3da614f27e1499	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/jobmanager/JobManager.java	667	8.451727337306734e-05	1
d81ad1f2223ab5b10b165ba22c3da614f27e1499	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/jobmanager/JobManager.java	668	0.00010013805422515306	1
d81ad1f2223ab5b10b165ba22c3da614f27e1499	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/jobmanager/JobManager.java	669	0.000143889703351531	1
d81ad1f2223ab5b10b165ba22c3da614f27e1499	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/jobmanager/JobManager.java	1046	1.2957675033359877	1
6b61a24ba01c12c8642e023d77b12875f7d5749e	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java	79	0.000186700966829257	1
6b61a24ba01c12c8642e023d77b12875f7d5749e	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java	232	0.0008560381216049032	1
6b61a24ba01c12c8642e023d77b12875f7d5749e	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java	367	0.5011601370496594	1
6b61a24ba01c12c8642e023d77b12875f7d5749e	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java	368	0.0008053107846137941	1
6b61a24ba01c12c8642e023d77b12875f7d5749e	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java	686	0.0001969558870593682	1
6b61a24ba01c12c8642e023d77b12875f7d5749e	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java	688	0.000280228603864471	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	424	2.4816867845147295e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	427	3.572259047480682e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	429	0.00013319939207890458	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	431	8.807258921671949e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	433	0.5008952447830709	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	434	2.4548943870882165e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	435	6.134365931501073e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	436	3.251226829931349e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	440	0.00010855400190786131	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	442	0.5008977512403376	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	445	4.028909049052631e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	448	7.034285914066154e-05	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	450	0.500608230835254	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	451	0.0001859515757260035	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	453	0.00010031508295924897	1
f91e1f6e5ce43cd15cc6b41c4a3ba40201550eb5	nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/TaskManager.java	613	2.131562236709129e-05	1
